Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Peer_Influence,Physical_Activity,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
20.0,88,2.0,2.0,0,,56,2,1.0,1,1,1,0,4,,1.0,1,67
23.0,61,2.0,3.0,1,8.0,85,2,1.0,1,2,1,1,0,,1.0,0,66
15.0,73,2.0,3.0,0,7.0,63,2,1.0,2,2,1,0,5,3.0,2.0,0,65
20.0,66,2.0,3.0,1,,59,1,1.0,4,2,1,1,3,1.0,1.0,0,66
7.0,69,1.0,2.0,1,6.0,88,2,1.0,0,1,1,-1,4,3.0,1.0,1,61
25.0,96,1.0,2.0,0,7.0,98,2,1.0,0,1,1,1,2,,1.0,1,71
11.0,61,3.0,1.0,1,6.0,55,2,1.0,5,3,1,0,3,,3.0,0,60
29.0,69,2.0,2.0,1,7.0,58,2,1.0,1,1,1,1,2,1.0,1.0,0,66
,72,1.0,1.0,1,5.0,61,1,1.0,1,2,1,-1,4,1.0,2.0,0,61
,85,2.0,2.0,1,7.0,98,3,1.0,2,2,1,-1,3,,2.0,1,68
16.0,81,2.0,3.0,1,5.0,85,3,0.0,2,1,1,1,3,1.0,1.0,0,68
18.0,69,2.0,2.0,1,6.0,84,2,1.0,2,1,1,1,4,,1.0,0,65
29.0,67,3.0,1.0,0,7.0,75,2,0.0,3,1,1,0,1,,1.0,1,65
5.0,69,2.0,2.0,1,8.0,77,2,0.0,2,1,1,-1,2,1.0,1.0,1,60
28.0,80,1.0,2.0,0,,65,1,1.0,2,1,1,0,2,1.0,1.0,0,67
22.0,71,3.0,2.0,0,8.0,58,2,0.0,2,1,1,-1,4,1.0,1.0,1,65
13.0,98,3.0,2.0,1,5.0,89,3,1.0,1,3,1,-1,3,,1.0,0,70
14.0,79,2.0,2.0,0,9.0,74,2,1.0,1,2,1,0,4,,1.0,0,64
30.0,62,2.0,3.0,1,6.0,63,2,,2,1,1,1,4,,2.0,0,68
14.0,89,3.0,2.0,0,6.0,82,3,,2,2,1,-1,4,1.0,2.0,1,69
13.0,73,2.0,3.0,1,7.0,60,3,1.0,0,3,1,0,3,1.0,1.0,1,65
27.0,86,,2.0,0,,74,2,1.0,2,3,1,0,3,,1.0,0,71
22.0,71,2.0,2.0,1,8.0,60,1,1.0,1,2,1,0,4,,2.0,1,65
14.0,83,2.0,3.0,1,8.0,88,1,1.0,0,3,1,-1,2,,2.0,0,65
21.0,91,2.0,,1,6.0,66,3,1.0,0,2,1,1,2,1.0,3.0,1,68
14.0,97,2.0,1.0,0,7.0,72,3,1.0,1,1,1,0,3,,1.0,1,66
,70,1.0,1.0,1,7.0,88,2,0.0,1,3,1,0,3,,1.0,0,65
26.0,73,3.0,3.0,1,8.0,83,1,1.0,2,2,1,1,4,1.0,1.0,0,71
23.0,79,1.0,2.0,1,6.0,70,2,,3,2,1,-1,4,3.0,2.0,1,68
22.0,97,2.0,,1,6.0,54,2,0.0,2,3,1,0,2,1.0,1.0,0,70
,96,2.0,1.0,0,5.0,96,1,1.0,3,1,1,0,2,1.0,,1,74
20.0,64,3.0,1.0,1,,50,3,1.0,0,1,1,0,2,,1.0,0,62
13.0,65,2.0,3.0,0,5.0,87,1,1.0,1,2,1,1,2,,2.0,1,61
23.0,80,3.0,3.0,1,6.0,97,2,1.0,0,2,1,0,3,,1.0,0,70
33.0,64,1.0,2.0,1,9.0,65,2,1.0,0,2,1,-1,2,1.0,2.0,0,65
,74,2.0,2.0,1,8.0,54,3,1.0,2,1,1,0,2,,2.0,0,62
18.0,66,3.0,3.0,0,9.0,62,2,,2,3,1,0,4,,2.0,1,65
22.0,85,3.0,2.0,0,6.0,66,1,1.0,0,1,1,1,4,1.0,1.0,0,68
20.0,98,2.0,3.0,1,4.0,73,2,,2,2,1,1,1,,3.0,0,70
14.0,100,2.0,1.0,0,7.0,76,1,1.0,1,2,1,0,3,3.0,1.0,1,68
27.0,75,1.0,2.0,0,10.0,86,2,0.0,3,2,1,1,6,3.0,1.0,1,69
34.0,84,2.0,3.0,1,,95,2,1.0,1,1,1,0,3,3.0,3.0,0,73
21.0,94,2.0,2.0,1,7.0,73,2,1.0,1,2,1,1,5,1.0,1.0,1,71
15.0,65,1.0,3.0,1,5.0,87,2,1.0,0,1,1,0,4,,1.0,1,63
11.0,88,,2.0,1,7.0,56,1,1.0,2,2,1,0,2,1.0,1.0,0,66
,76,3.0,1.0,1,7.0,66,1,1.0,1,1,1,1,4,3.0,1.0,0,67
27.0,68,1.0,3.0,0,4.0,56,2,1.0,0,1,1,0,1,,1.0,1,64
23.0,76,2.0,1.0,1,5.0,85,2,1.0,1,2,1,0,3,,1.0,1,66
,63,3.0,3.0,1,5.0,95,2,1.0,2,3,1,1,3,1.0,1.0,0,69
16.0,88,2.0,,1,5.0,94,3,1.0,4,2,1,1,6,1.0,2.0,0,72
13.0,70,2.0,3.0,1,6.0,66,2,1.0,1,2,1,-1,4,,1.0,0,63
,72,2.0,3.0,1,8.0,62,2,1.0,2,1,1,1,2,,1.0,1,67
,65,1.0,2.0,0,6.0,64,2,1.0,1,2,1,-1,4,1.0,1.0,0,64
11.0,95,2.0,2.0,1,,64,3,,4,1,1,1,4,,2.0,0,68
30.0,80,3.0,3.0,0,,54,3,,1,3,1,1,3,,2.0,1,71
23.0,83,,1.0,1,7.0,57,2,0.0,2,2,1,1,4,,2.0,1,67
28.0,83,2.0,1.0,0,8.0,61,2,1.0,1,1,1,-1,5,3.0,1.0,0,67
12.0,76,,2.0,1,9.0,50,2,1.0,2,2,1,-1,3,1.0,1.0,0,64
12.0,68,3.0,1.0,0,6.0,52,1,1.0,5,3,1,0,3,1.0,1.0,0,63
19.0,90,,3.0,0,8.0,85,2,1.0,2,2,1,0,4,1.0,1.0,0,72
23.0,65,1.0,2.0,1,6.0,81,1,1.0,2,1,1,0,2,,1.0,1,63
31.0,64,,2.0,0,10.0,97,1,,2,2,1,-1,4,,3.0,1,67
24.0,88,1.0,2.0,1,5.0,70,2,,1,1,1,1,2,3.0,1.0,0,68
19.0,68,1.0,,1,8.0,72,3,1.0,2,1,1,0,3,1.0,3.0,0,64
14.0,72,2.0,3.0,0,9.0,53,2,1.0,4,2,1,-1,3,3.0,1.0,0,65
27.0,79,2.0,1.0,1,5.0,58,3,1.0,2,2,1,0,1,3.0,3.0,1,68
14.0,78,2.0,3.0,1,8.0,85,2,1.0,2,1,1,-1,4,,1.0,0,66
30.0,88,2.0,2.0,1,,62,3,1.0,4,1,1,1,5,1.0,3.0,1,73
18.0,85,1.0,2.0,1,10.0,89,2,1.0,1,3,1,1,3,,1.0,1,68
30.0,86,2.0,3.0,0,4.0,85,3,1.0,2,2,1,0,5,3.0,3.0,0,72
24.0,89,2.0,,1,5.0,87,2,0.0,3,3,1,0,0,,1.0,1,70
19.0,72,2.0,2.0,1,5.0,85,3,1.0,1,1,1,0,4,1.0,1.0,1,66
17.0,73,,,1,5.0,85,3,1.0,3,2,1,1,1,1.0,1.0,1,66
18.0,78,1.0,1.0,1,8.0,77,2,1.0,2,2,1,0,4,1.0,1.0,1,66
23.0,72,3.0,1.0,1,10.0,84,1,1.0,2,1,1,-1,2,,2.0,0,65
20.0,99,3.0,1.0,1,9.0,76,3,1.0,2,1,1,0,5,1.0,3.0,0,71
16.0,93,1.0,2.0,1,7.0,60,2,,1,2,1,1,1,,2.0,1,66
19.0,67,2.0,1.0,0,7.0,61,3,1.0,1,2,1,0,4,1.0,2.0,1,63
20.0,60,2.0,,1,6.0,70,2,1.0,2,1,1,0,3,3.0,1.0,1,63
7.0,62,3.0,2.0,1,8.0,51,1,1.0,0,2,1,1,3,1.0,2.0,0,58
23.0,70,2.0,3.0,0,7.0,94,1,1.0,3,2,1,0,3,,1.0,1,68
,65,3.0,2.0,0,7.0,63,2,1.0,2,1,1,0,3,,2.0,0,61
13.0,81,,3.0,0,6.0,53,1,1.0,2,1,1,1,4,,1.0,0,65
10.0,94,3.0,,0,5.0,71,2,,1,3,1,1,3,,2.0,0,67
9.0,89,1.0,3.0,1,7.0,91,2,1.0,1,3,1,0,3,3.0,1.0,0,67
,69,3.0,1.0,0,7.0,70,2,1.0,1,2,1,1,4,,1.0,0,62
16.0,76,2.0,,1,6.0,63,3,1.0,0,1,1,1,1,,1.0,1,86
32.0,80,3.0,2.0,0,,77,1,1.0,0,2,1,0,5,1.0,1.0,0,71
17.0,92,2.0,2.0,1,,79,2,1.0,1,1,1,1,3,3.0,1.0,0,70
21.0,94,,,0,8.0,88,2,1.0,1,2,1,1,3,1.0,1.0,0,71
22.0,96,3.0,1.0,0,10.0,90,3,1.0,2,1,1,0,3,1.0,2.0,0,71
,80,3.0,3.0,1,,85,1,,1,3,1,-1,3,1.0,1.0,1,70
20.0,88,2.0,3.0,1,,50,2,,2,1,1,0,5,,2.0,0,67
13.0,64,2.0,1.0,1,7.0,50,3,1.0,0,2,1,1,4,,1.0,0,60
29.0,83,3.0,3.0,0,5.0,99,2,,0,2,1,0,4,1.0,1.0,1,73
31.0,70,3.0,1.0,1,4.0,63,3,1.0,1,2,1,0,2,,1.0,1,67
10.0,77,1.0,3.0,1,10.0,64,3,1.0,1,1,1,-1,3,1.0,1.0,1,62
,85,2.0,3.0,0,9.0,87,3,1.0,0,2,1,-1,3,1.0,1.0,1,67
18.0,70,3.0,1.0,0,6.0,79,2,,1,2,1,1,2,1.0,1.0,1,65
14.0,62,2.0,2.0,0,9.0,73,2,1.0,1,1,1,0,6,,1.0,0,61
23.0,60,3.0,2.0,1,9.0,56,1,0.0,0,1,1,-1,4,,2.0,1,61
16.0,61,3.0,2.0,0,4.0,54,1,1.0,1,1,1,0,2,,1.0,1,60
33.0,60,3.0,3.0,0,8.0,85,1,1.0,4,1,1,-1,3,,1.0,0,68
27.0,64,3.0,2.0,1,6.0,56,1,1.0,0,1,1,0,5,1.0,2.0,1,65
21.0,70,3.0,3.0,1,8.0,72,1,1.0,3,2,1,0,1,3.0,2.0,1,67
,69,3.0,1.0,0,10.0,87,1,,2,2,1,1,2,3.0,1.0,0,67
27.0,99,3.0,2.0,0,,96,1,1.0,0,3,1,1,2,1.0,2.0,0,74
,72,1.0,2.0,0,7.0,94,1,1.0,4,2,1,1,2,,3.0,1,64
15.0,65,2.0,3.0,1,9.0,93,1,1.0,2,1,1,0,3,1.0,1.0,0,64
20.0,82,2.0,1.0,1,4.0,68,2,1.0,2,1,1,0,3,,1.0,0,67
25.0,94,3.0,,0,8.0,96,3,1.0,6,2,1,-1,3,,3.0,1,74
21.0,87,2.0,2.0,1,8.0,84,3,1.0,1,1,1,1,2,1.0,1.0,0,69
11.0,72,1.0,2.0,0,8.0,94,3,,1,1,1,1,2,,1.0,0,62
15.0,82,2.0,2.0,1,6.0,54,2,1.0,1,2,1,1,2,1.0,,1,66
20.0,89,3.0,3.0,1,,52,1,1.0,2,2,1,-1,3,1.0,2.0,1,69
20.0,89,3.0,2.0,1,8.0,71,2,1.0,1,2,1,-1,1,3.0,3.0,0,68
32.0,87,3.0,2.0,1,4.0,91,2,1.0,2,3,1,0,2,,2.0,1,74
12.0,95,2.0,2.0,0,7.0,70,2,,4,2,1,1,3,,3.0,0,68
23.0,95,,2.0,1,6.0,94,3,1.0,2,2,1,0,3,,1.0,0,73
29.0,83,2.0,1.0,0,8.0,62,1,1.0,4,3,1,-1,5,1.0,1.0,0,70
,77,2.0,3.0,0,9.0,52,2,1.0,0,2,1,0,4,,2.0,1,69
18.0,86,2.0,2.0,1,6.0,88,2,1.0,2,2,1,0,2,1.0,3.0,0,68
23.0,93,2.0,3.0,0,5.0,81,3,1.0,2,1,1,-1,1,1.0,1.0,0,71
23.0,60,1.0,2.0,0,7.0,72,1,1.0,3,3,1,0,2,1.0,1.0,1,64
21.0,100,2.0,2.0,0,5.0,92,1,1.0,3,1,1,1,3,3.0,1.0,0,71
19.0,67,2.0,,0,7.0,91,2,1.0,1,1,1,0,3,,1.0,1,65
23.0,79,1.0,2.0,1,7.0,66,3,1.0,1,3,1,1,3,3.0,1.0,0,68
5.0,95,2.0,3.0,1,8.0,92,1,1.0,1,1,1,0,2,1.0,1.0,1,67
24.0,69,2.0,3.0,1,,67,2,1.0,2,2,1,-1,4,3.0,3.0,0,67
21.0,79,2.0,1.0,1,,81,1,1.0,2,2,1,0,4,,1.0,0,67
19.0,65,2.0,3.0,1,9.0,60,1,1.0,1,1,1,0,3,3.0,2.0,0,63
32.0,76,2.0,2.0,0,7.0,63,2,1.0,0,2,1,1,3,,1.0,1,68
16.0,67,3.0,3.0,1,6.0,72,2,1.0,1,1,1,1,3,3.0,1.0,1,66
18.0,75,2.0,2.0,1,7.0,66,3,1.0,1,3,1,1,4,,1.0,0,67
32.0,75,2.0,,1,6.0,56,2,,3,2,1,0,2,1.0,2.0,1,68
15.0,100,3.0,2.0,1,5.0,74,2,1.0,2,3,1,0,3,3.0,1.0,0,72
17.0,100,2.0,2.0,0,5.0,76,1,1.0,3,1,1,0,3,3.0,2.0,1,70
19.0,65,1.0,3.0,0,,58,1,1.0,3,2,1,-1,4,,2.0,1,62
25.0,89,,1.0,1,6.0,59,2,1.0,2,1,1,0,2,1.0,1.0,1,69
21.0,62,2.0,1.0,1,7.0,51,1,1.0,0,1,1,1,4,,1.0,1,61
12.0,61,2.0,1.0,1,7.0,52,1,1.0,2,1,1,1,2,,2.0,1,58
17.0,64,1.0,2.0,0,7.0,68,2,1.0,5,2,1,0,3,,1.0,0,63
16.0,99,3.0,2.0,0,9.0,57,3,0.0,4,2,1,1,3,1.0,1.0,1,71
20.0,98,1.0,2.0,1,7.0,96,1,0.0,1,1,1,1,3,1.0,1.0,1,70
23.0,68,3.0,2.0,0,6.0,60,2,1.0,1,1,1,0,3,,1.0,1,64
23.0,66,,1.0,0,6.0,53,1,,2,2,1,1,1,1.0,3.0,0,63
9.0,70,3.0,2.0,1,8.0,70,1,1.0,1,2,1,1,3,1.0,1.0,0,63
26.0,81,3.0,1.0,0,,60,3,1.0,2,1,1,1,5,3.0,1.0,1,71
,83,1.0,3.0,1,8.0,53,2,0.0,0,1,1,-1,2,3.0,1.0,1,65
28.0,69,3.0,3.0,0,7.0,88,1,1.0,2,1,1,0,2,,2.0,0,68
,90,2.0,3.0,1,5.0,78,3,0.0,1,2,1,0,3,,2.0,0,70
27.0,72,3.0,3.0,1,8.0,53,2,,3,2,1,0,3,,3.0,1,68
23.0,97,2.0,3.0,0,7.0,73,2,0.0,3,1,1,-1,1,,2.0,0,69
28.0,86,2.0,2.0,1,,52,2,1.0,0,2,1,1,5,1.0,1.0,0,70
23.0,77,3.0,2.0,0,5.0,68,1,1.0,0,3,1,1,3,,1.0,0,67
19.0,92,1.0,3.0,1,6.0,68,2,1.0,2,2,1,0,2,,1.0,1,69
34.0,93,1.0,2.0,0,6.0,91,1,1.0,2,3,1,0,3,,2.0,1,73
,72,2.0,2.0,1,8.0,87,1,1.0,3,2,1,1,3,3.0,2.0,0,68
23.0,74,3.0,2.0,0,8.0,95,2,1.0,2,1,1,-1,2,1.0,3.0,1,67
12.0,97,2.0,3.0,1,7.0,57,1,1.0,0,1,1,1,4,1.0,2.0,1,67
12.0,67,2.0,3.0,1,8.0,77,2,1.0,2,1,1,1,3,1.0,1.0,0,64
22.0,62,3.0,2.0,0,9.0,51,2,1.0,2,1,1,0,2,,1.0,0,63
,78,1.0,3.0,0,8.0,91,2,0.0,1,2,1,-1,5,3.0,1.0,1,67
16.0,92,2.0,3.0,1,8.0,68,2,1.0,1,2,1,1,2,,1.0,0,70
21.0,91,3.0,2.0,1,6.0,53,3,1.0,1,2,1,1,3,3.0,1.0,1,71
30.0,97,2.0,3.0,1,6.0,66,3,1.0,1,2,1,0,2,1.0,1.0,0,74
,81,2.0,3.0,1,9.0,64,3,1.0,2,3,1,1,3,,1.0,0,70
13.0,64,1.0,1.0,0,6.0,88,2,1.0,1,2,1,0,2,1.0,2.0,1,59
19.0,84,1.0,2.0,1,8.0,56,2,1.0,0,1,1,0,3,,1.0,0,64
,91,1.0,2.0,0,10.0,78,1,1.0,2,2,1,0,3,,1.0,1,67
18.0,64,2.0,2.0,1,8.0,90,2,1.0,1,1,1,0,3,,1.0,0,63
18.0,67,1.0,3.0,1,7.0,87,2,1.0,5,1,1,1,2,1.0,1.0,0,66
17.0,60,2.0,2.0,1,5.0,97,2,1.0,1,2,1,-1,4,1.0,3.0,0,62
12.0,84,1.0,2.0,0,7.0,50,2,1.0,3,3,1,0,3,,1.0,0,65
19.0,95,3.0,3.0,1,9.0,68,2,1.0,3,3,1,1,4,1.0,3.0,0,73
17.0,87,,3.0,1,7.0,68,3,1.0,1,2,1,1,2,,1.0,0,70
2.0,99,2.0,1.0,1,9.0,52,1,1.0,0,2,1,0,4,,1.0,0,62
32.0,63,2.0,3.0,0,8.0,91,2,0.0,2,3,1,1,5,,1.0,1,68
27.0,96,3.0,1.0,1,,84,2,1.0,1,3,1,0,3,1.0,1.0,0,74
18.0,93,2.0,2.0,0,7.0,76,1,1.0,2,2,1,0,4,,1.0,1,96
20.0,73,3.0,3.0,0,5.0,70,3,1.0,1,1,1,-1,2,,2.0,0,66
13.0,99,1.0,3.0,1,6.0,95,2,0.0,0,1,1,1,4,3.0,1.0,0,69
30.0,72,3.0,3.0,1,6.0,63,2,1.0,1,1,1,0,3,3.0,1.0,1,70
31.0,96,2.0,1.0,1,8.0,67,2,1.0,2,2,1,0,3,1.0,1.0,0,73
,95,1.0,1.0,0,7.0,98,1,1.0,1,1,1,1,2,,1.0,0,69
26.0,90,3.0,3.0,1,9.0,53,2,1.0,1,1,1,0,4,,3.0,0,71
21.0,83,3.0,1.0,1,,89,1,0.0,0,1,1,0,2,1.0,2.0,1,65
12.0,65,2.0,1.0,1,,86,2,1.0,1,2,1,1,3,3.0,1.0,1,62
18.0,81,3.0,3.0,0,6.0,95,1,1.0,1,2,1,1,3,,1.0,0,69
,74,1.0,2.0,0,6.0,55,3,1.0,3,1,1,1,2,1.0,1.0,0,65
17.0,92,2.0,2.0,0,7.0,99,2,1.0,1,2,1,0,2,1.0,3.0,1,68
19.0,90,,1.0,1,6.0,51,3,1.0,1,1,1,-1,3,3.0,1.0,0,65
19.0,96,,3.0,1,5.0,67,2,1.0,4,3,1,0,1,,2.0,0,72
20.0,61,3.0,3.0,1,,54,2,1.0,2,3,1,1,4,3.0,1.0,0,67
20.0,92,,,0,7.0,53,2,1.0,2,2,1,1,2,1.0,3.0,0,68
14.0,98,1.0,2.0,0,7.0,98,2,0.0,0,2,1,1,3,,1.0,0,68
,92,2.0,,0,6.0,86,1,0.0,2,2,1,0,3,1.0,1.0,1,66
12.0,65,2.0,3.0,1,5.0,75,3,1.0,0,3,1,-1,2,,2.0,0,62
26.0,63,2.0,2.0,1,7.0,55,2,1.0,2,2,1,0,4,,3.0,0,65
7.0,61,1.0,3.0,1,4.0,76,3,1.0,1,2,1,1,5,,3.0,1,60
27.0,85,3.0,2.0,1,,66,2,1.0,2,1,1,0,4,,2.0,0,70
,85,2.0,2.0,1,6.0,64,1,1.0,1,1,1,0,1,,2.0,0,68
18.0,99,,3.0,1,7.0,81,1,1.0,1,2,1,0,3,3.0,1.0,0,72
,76,2.0,2.0,1,8.0,90,2,,2,3,1,1,2,,2.0,1,63
,73,2.0,3.0,1,7.0,72,1,1.0,1,2,1,0,1,,2.0,0,63
20.0,85,1.0,2.0,1,5.0,75,1,1.0,1,2,1,0,2,1.0,1.0,0,67
14.0,93,2.0,,1,9.0,83,1,1.0,4,2,1,0,2,3.0,,1,68
17.0,97,2.0,2.0,0,5.0,56,1,1.0,2,3,1,1,3,,1.0,1,69
29.0,92,3.0,2.0,1,4.0,91,1,1.0,1,3,1,0,4,,1.0,1,75
24.0,77,1.0,2.0,0,8.0,92,3,1.0,0,3,1,0,3,,2.0,0,67
14.0,85,3.0,3.0,1,5.0,77,2,1.0,2,1,1,1,3,,1.0,0,69
10.0,94,1.0,,0,9.0,59,1,1.0,0,2,1,1,2,3.0,1.0,0,65
18.0,80,1.0,3.0,1,8.0,75,2,0.0,2,2,1,-1,4,,1.0,0,65
19.0,69,2.0,2.0,1,7.0,55,1,,1,1,1,1,4,1.0,1.0,1,63
23.0,67,1.0,2.0,0,6.0,88,2,1.0,2,2,1,0,4,,1.0,0,65
17.0,60,2.0,1.0,0,6.0,66,2,1.0,0,1,1,1,2,,3.0,1,58
23.0,89,3.0,3.0,1,,66,1,1.0,0,1,1,1,3,,2.0,0,70
32.0,64,1.0,1.0,1,6.0,97,2,1.0,1,2,1,0,5,1.0,2.0,0,66
25.0,70,2.0,1.0,0,,71,2,0.0,2,1,1,-1,2,1.0,1.0,1,63
20.0,72,2.0,1.0,1,6.0,89,1,1.0,1,1,1,-1,3,,3.0,0,62
19.0,82,2.0,2.0,1,,82,3,1.0,2,2,1,1,3,1.0,2.0,1,69
18.0,76,2.0,2.0,0,9.0,66,3,1.0,1,3,1,1,3,,1.0,1,66
27.0,87,3.0,1.0,0,6.0,56,2,1.0,0,1,1,0,2,,2.0,0,68
16.0,62,1.0,2.0,1,8.0,90,1,1.0,2,3,1,0,2,3.0,3.0,0,62
20.0,65,3.0,2.0,0,6.0,88,2,1.0,0,2,1,-1,4,,1.0,0,64
,80,2.0,3.0,1,7.0,58,1,0.0,0,2,1,0,2,1.0,1.0,1,65
17.0,73,2.0,3.0,1,6.0,62,1,1.0,2,1,1,-1,3,1.0,3.0,0,64
12.0,72,,2.0,0,,88,3,1.0,2,3,1,1,3,,1.0,1,65
22.0,63,2.0,2.0,1,7.0,99,1,1.0,3,2,1,0,4,,2.0,0,65
20.0,96,1.0,2.0,1,,92,2,1.0,0,2,1,0,3,1.0,1.0,1,70
23.0,88,1.0,3.0,0,8.0,84,3,1.0,2,2,1,1,3,3.0,1.0,1,71
17.0,65,2.0,2.0,1,,96,1,1.0,2,2,1,1,3,1.0,2.0,0,65
27.0,63,3.0,2.0,0,5.0,64,2,,1,3,1,1,4,3.0,1.0,0,67
15.0,99,1.0,3.0,1,7.0,50,3,0.0,4,1,1,1,2,,2.0,0,68
30.0,87,3.0,,1,,66,1,1.0,1,2,1,0,4,,1.0,0,73
10.0,77,2.0,3.0,0,8.0,99,2,1.0,0,2,1,0,4,,1.0,0,64
23.0,88,3.0,3.0,0,7.0,94,1,0.0,3,1,1,1,1,,1.0,0,71
23.0,90,2.0,3.0,0,5.0,53,2,1.0,2,2,1,1,2,,1.0,1,70
15.0,91,1.0,,0,8.0,75,2,1.0,4,2,1,0,1,,1.0,1,68
23.0,79,3.0,2.0,1,7.0,54,2,1.0,2,1,1,0,4,1.0,2.0,1,68
28.0,77,,3.0,1,,89,2,1.0,3,1,1,1,3,,3.0,0,68
7.0,60,2.0,3.0,1,,69,1,1.0,0,1,1,1,3,1.0,2.0,1,59
23.0,97,2.0,2.0,1,9.0,96,2,1.0,2,2,1,0,4,1.0,1.0,0,74
5.0,84,2.0,2.0,1,7.0,53,1,0.0,1,1,1,1,3,3.0,2.0,0,62
14.0,68,3.0,1.0,1,,87,3,1.0,2,2,1,1,3,,3.0,0,64
30.0,97,3.0,,0,5.0,70,2,1.0,0,3,1,1,2,3.0,1.0,0,76
17.0,97,3.0,2.0,1,,63,2,1.0,2,1,1,1,2,,1.0,0,70
13.0,100,3.0,2.0,0,6.0,76,2,0.0,0,1,1,1,5,3.0,1.0,0,69
19.0,95,2.0,,1,7.0,74,3,0.0,0,1,1,1,2,,1.0,1,69
32.0,100,1.0,3.0,1,5.0,67,2,0.0,4,2,1,1,3,,3.0,0,74
9.0,70,3.0,2.0,0,8.0,82,1,0.0,2,3,1,-1,2,,1.0,1,62
14.0,94,2.0,,0,9.0,83,3,1.0,2,1,1,1,3,3.0,2.0,0,70
29.0,93,1.0,2.0,1,,54,2,,4,1,1,1,3,,1.0,0,71
31.0,69,2.0,1.0,1,,80,1,1.0,4,2,1,-1,2,1.0,1.0,0,68
19.0,64,3.0,1.0,1,8.0,86,1,1.0,3,3,1,0,3,3.0,1.0,1,66
13.0,99,1.0,2.0,0,7.0,54,3,1.0,3,3,1,-1,3,,3.0,0,67
33.0,72,3.0,2.0,0,,83,1,1.0,3,1,1,0,4,,1.0,0,71
30.0,95,2.0,2.0,1,7.0,90,2,1.0,3,2,1,0,1,,2.0,0,74
24.0,60,,2.0,1,6.0,92,1,1.0,3,2,1,1,2,1.0,1.0,0,65
15.0,61,3.0,1.0,1,9.0,52,2,,1,2,1,0,3,,2.0,1,60
20.0,79,,3.0,1,7.0,85,1,,2,2,1,0,2,1.0,2.0,0,69
19.0,70,2.0,2.0,1,6.0,90,1,1.0,2,1,1,1,3,,2.0,0,65
22.0,88,2.0,1.0,1,7.0,70,2,,3,1,1,1,2,,1.0,1,69
,83,2.0,1.0,1,6.0,77,3,1.0,1,2,1,0,4,,1.0,0,70
25.0,63,3.0,1.0,1,8.0,63,2,1.0,0,2,1,1,1,3.0,1.0,1,65
14.0,67,1.0,1.0,1,7.0,66,1,1.0,0,1,1,0,4,,3.0,1,57
28.0,76,2.0,2.0,1,6.0,75,1,1.0,0,2,1,1,2,,1.0,1,68
22.0,67,3.0,3.0,0,10.0,58,2,1.0,2,3,1,0,3,3.0,1.0,0,67
24.0,92,,2.0,0,5.0,69,2,1.0,2,2,1,-1,4,,1.0,1,70
29.0,77,2.0,2.0,1,8.0,65,2,1.0,1,2,1,0,3,,1.0,0,68
13.0,64,3.0,3.0,1,7.0,62,2,1.0,1,1,1,0,1,1.0,2.0,1,62
20.0,79,3.0,2.0,1,5.0,74,2,1.0,1,1,1,0,5,,3.0,0,67
17.0,64,3.0,3.0,1,,92,2,1.0,0,2,1,1,1,3.0,1.0,0,66
11.0,65,2.0,1.0,1,5.0,62,2,1.0,2,2,1,0,2,1.0,3.0,1,60
22.0,70,3.0,1.0,0,10.0,83,1,1.0,0,2,1,1,2,1.0,2.0,0,65
35.0,94,3.0,2.0,1,7.0,63,2,1.0,1,1,1,1,2,1.0,1.0,1,75
9.0,97,,2.0,1,7.0,57,2,1.0,4,2,1,0,5,,3.0,1,67
20.0,93,2.0,3.0,0,10.0,97,2,1.0,1,1,1,0,2,3.0,2.0,0,71
,73,1.0,1.0,1,,82,2,1.0,0,2,1,-1,2,,1.0,0,63
21.0,71,3.0,2.0,1,9.0,55,1,1.0,2,3,1,1,1,3.0,2.0,0,67
19.0,82,,2.0,0,,82,1,1.0,2,1,1,-1,4,3.0,1.0,1,68
12.0,89,3.0,1.0,1,4.0,59,1,1.0,2,1,1,-1,4,,1.0,0,65
21.0,100,1.0,3.0,0,6.0,94,2,,1,3,1,1,3,1.0,2.0,1,72
15.0,65,,2.0,0,8.0,62,2,,1,2,1,0,4,,2.0,1,61
7.0,62,1.0,3.0,0,7.0,90,2,1.0,1,2,1,0,5,1.0,2.0,1,60
,88,,3.0,1,7.0,60,2,1.0,2,1,1,1,2,,1.0,1,72
26.0,93,2.0,2.0,1,6.0,78,2,1.0,2,2,1,0,3,3.0,3.0,1,72
20.0,94,1.0,2.0,1,6.0,96,2,1.0,2,2,1,-1,3,1.0,1.0,0,70
21.0,87,1.0,,0,7.0,65,3,1.0,2,2,1,-1,3,1.0,1.0,0,67
26.0,98,2.0,2.0,0,10.0,54,2,1.0,0,1,1,0,1,3.0,1.0,0,71
21.0,80,2.0,1.0,1,,78,2,1.0,0,2,1,-1,2,3.0,1.0,1,66
25.0,97,3.0,3.0,0,6.0,59,1,1.0,0,1,1,1,2,,1.0,1,72
18.0,99,2.0,2.0,1,7.0,86,2,0.0,1,3,1,0,4,,2.0,1,70
28.0,94,2.0,1.0,1,5.0,80,2,1.0,2,3,1,-1,2,,2.0,1,71
